X,Y1,Y
12143.24034,0.056860995,0.152138966
13918.44658,-0.095041676,0.152137397
13844.44134,-0.087032761,0.152110398
10736.52688,-0.112671187,0.151981178
11532.36678,-0.097920394,0.151959626
10560.55105,-0.033392587,0.151936797
14361.72826,0.049296057,0.151787938
12603.27662,-0.035000578,0.15165092
12446.89,0.02735844,0.151385432
10778.99356,-0.007633346,0.151274419
10943.99827,-0.05448613,0.151245644
11358.18683,0.026428835,0.150796108
12866.1338,-0.060675116,0.150754448
11893.17311,0.003172238,0.150321476
12573.62726,-0.089216867,0.150283101
13635.69896,-0.059196136,0.150253261
13432.53506,-0.042948428,0.150027074
12539.32851,-0.048500753,0.15001441
12786.96401,0.01300335,0.150014021
13219.83261,-0.06920846,0.149868177
11317.78402,0.007010681,0.149518048
14146.33712,-0.145141251,0.149120058
9824.918326,-0.058248067,0.149011845
10340.27754,0.063508921,0.148785246
14180.87132,-0.203455146,0.148601013
11941.75985,-0.082525655,0.148553055
10274.85211,-0.028665478,0.148450567
13471.13076,-0.133869013,0.148155625
10160.32066,0.00858759,0.147841562
12727.0763,-0.097877427,0.14732657
9859.716269,-0.030666177,0.147270408
9850.695149,0.042367484,0.14724122
14162.13682,-0.162489584,0.147023067
13539.39597,0.020693621,0.14668962
11186.01188,-0.04814647,0.146663551
11948.27949,-0.017780214,0.146534143
10375.64863,-0.008780669,0.146077818
10181.08509,-0.053152629,0.146025476
13565.75767,0.051665441,0.145916716
11826.77694,0.088160583,0.145699627
14096.52406,-0.166622348,0.145658514
13725.02041,-0.047457569,0.145651972
12863.91185,0.022652036,0.145255604
13173.52434,0.043965281,0.14491723
14536.50666,-0.037949182,0.144721928
11655.18873,-0.031747372,0.14455537
10633.58373,-0.048141229,0.144527457
9279.834989,-0.056879076,0.144517024
10950.0836,0.065722656,0.144309706
9003.205725,0.01413419,0.144207164
12345.28128,-0.134659639,0.144190696
13413.17942,0.054081193,0.144103077
9680.781912,-0.000460262,0.143550905
11943.35037,6.41E-02,0.14337637
12767.49499,-0.084119189,0.143296729
11454.28879,0.063021267,0.143286141
12632.5679,0.029554335,0.143254314
9185.785288,-0.00540502,0.143165163
8978.496228,0.050107708,0.143163977
14217.22033,-0.129735401,1.43E-01
14647.95699,-0.137795771,0.142688386
8856.973164,0.021228498,0.142638799
13754.26372,0.107714974,0.142558149
9010.600408,0.066611318,0.142353725
11440.59811,-0.058089479,0.14215078
12057.09163,-0.114880693,0.142095343
9924.727977,-0.093237536,0.141835474
11865.39584,-0.059021064,0.141813973
11028.93607,0.037701133,0.141772097
9657.158687,-0.076549099,0.141545199
14296.82659,-0.019388979,0.141357349
13959.52901,-0.089657952,0.140872779
13795.20207,0.10002523,0.140799863
8826.934729,-0.062173358,0.140636179
12691.83668,0.038362576,0.140495164
7838.024575,-0.014640943,0.140311035
14057.41379,0.040447209,0.140088797
8418.438814,-0.007409173,0.139855378
7943.480766,-0.043691176,0.139793758
10641.85388,-0.014469641,0.139643945
13774.46544,-0.147502448,0.139331955
10694.4059,-0.033403581,0.138931144
14654.14417,-0.153008226,0.138827433
7653.296543,0.02004713,0.138701164
7409.943392,-0.011698852,0.138670004
10825.30293,-0.031250023,0.138665343
9199.116729,-0.082477103,0.138533722
9586.456216,-0.024980602,0.138369974
9968.962323,-0.066634197,0.138224156
10362.94559,0.053857459,0.138210142
7483.289708,-0.069205066,0.138042825
13578.37428,-0.070980214,0.138004023
7203.389756,-0.041909657,0.13792293
10292.18264,0.029267591,0.137876139
8563.049426,3.48E-02,0.137713185
9823.276631,-0.063082021,0.137557395
7811.675594,0.031186503,0.137500411
7987.495932,0.059990062,0.137268284
12540.86761,-0.017344642,0.137173051
8790.087237,-0.039539918,0.13680821
10059.23361,-0.036875465,0.136714514
7566.798703,-0.059012613,0.136611784
12870.19971,0.051977632,0.136594027
8743.104171,-0.020909673,0.136593618
8006.682665,-0.083689548,0.136449403
12854.61463,-0.026965991,0.136437363
12943.04975,-0.028119816,0.136128581
12542.48402,-0.014553833,0.13609774
12806.06361,-0.110783479,0.136084213
9030.244951,-0.052566836,0.135936968
12040.34716,-0.043773746,0.135700839
12024.20013,-0.111154679,0.135620952
7706.138188,-0.00147771,0.135321504
13536.51799,-0.008246782,0.135225441
10525.51762,-0.050673498,0.135123639
8135.960492,-0.081359619,0.135118045
11940.03951,-0.009526355,0.135054413
12934.66263,-0.118305429,0.134972547
12222.94391,-0.062158181,0.134857908
10465.88109,0.007341949,0.134828486
12047.04708,3.03E-02,0.134702105
7271.136212,-0.021279379,0.134618124
7753.705553,-0.066027147,0.134576247
9278.469105,-0.070041587,0.134165238
11058.68791,0.031041294,0.133923602
10645.88088,0.056848144,0.13378741
8222.538692,0.004827009,0.13362479
6454.835448,-0.028880668,0.133586543
13584.64161,0.075279042,0.133477226
11152.6074,-0.05084782,0.133455828
13010.08296,-0.024724512,0.133405115
12421.43593,0.101502182,0.133087792
11445.86134,0.004752023,0.133050259
6013.946272,0.005678558,0.133031936
9205.057629,-0.079839352,0.13295067
13207.90802,0.018620512,0.132948172
8228.779425,0.020960453,0.132751815
5905.960595,-0.002731927,0.132697909
13051.7645,-0.004494807,0.132676501
10004.23221,0.011408206,0.13261646
5861.683031,0.004298532,0.132527723
8632.594855,0.025341177,0.132460659
6092.479754,-0.030554737,0.132430002
10163.63957,0.07175307,0.132399914
7362.748338,-0.05404223,0.132298247
6582.713257,-0.01466279,0.132277448
5762.407207,0.035532988,0.132232053
9014.061397,0.038424973,0.132161384
5444.020521,0.038231437,0.132105928
7485.803072,-0.07176756,0.13182091
13063.19399,-0.151981337,0.131648995
5851.190663,0.03220251,0.131629828
12343.3915,0.090861655,0.131461429
12180.02429,-0.072932894,0.131391218
6286.440091,0.044190385,0.131295155
7569.067544,-0.005621607,0.13124553
6705.214414,-0.036486966,0.130948449
11248.71399,0.079788747,0.13092956
5045.10309,-0.000788346,0.130871226
9336.984256,0.034396416,0.130672886
9545.405607,0.068092196,0.130622222
13979.74627,0.002763312,0.130442019
6533.204766,-0.00829628,0.130368298
5392.875528,-0.049582982,0.130242949
5921.867162,0.047586949,0.130168058
5637.36973,0.018850687,0.130128737
8957.983003,-0.074958036,0.130065943
8467.232085,0.041011999,0.130017193
7941.450144,0.00356114,0.12989175
13667.21305,-0.077489519,0.129818236
6327.925218,0.022337387,0.12969354
7592.725949,-0.005998525,0.129547065
9731.139621,-0.101214397,0.129496281
11322.82369,-0.060179941,0.129375533
12169.05709,0.085963416,0.12925047
11795.29892,-0.130613303,0.128968171
4653.264324,-0.04231242,0.128904346
4337.305212,-0.040738103,0.128845061
9314.105358,0.065856959,0.128712724
4271.151952,-0.050939197,0.128632884
8586.86301,0.016420999,0.128627391
4553.926762,-0.005210215,0.128617989
4805.989321,-0.031541573,0.128517208
5310.738648,0.008961646,0.128299435
8481.452538,-0.043966504,0.128234792
4977.584869,-0.022887725,0.128158935
7440.997212,-5.45E-02,0.128142191
14202.94051,-0.008864547,0.128119529
4079.644428,-0.014053226,0.128115917
7643.099216,-0.001098755,0.127932561
8140.798091,0.058290331,0.127891433
11226.69786,-0.120511603,0.127804295
8599.425568,3.83E-06,0.127764422
8839.626237,0.046726659,0.127743883
4235.495618,-0.045456469,0.127737517
11191.59039,-0.109695612,0.127659571
13111.08585,-0.035088763,0.127634384
11734.57608,-0.07033393,0.127594257
9494.173292,0.007965041,0.127562254
8792.597389,-0.043433045,0.127561225
9887.089109,-0.101197512,0.127319457
5529.813116,0.022754533,0.127270555
3722.192677,0.012540123,0.127148546
8656.330558,0.024142872,0.127040678
7380.131169,-0.004378972,0.127033926
13618.56317,-0.125504577,0.126927143
11052.04136,-0.106550619,0.126899406
6767.830798,-0.062346081,0.12677833
5072.659825,0.037998544,0.12677447
8056.685315,-0.018942492,0.126680707
8293.753089,-0.007704058,0.126627381
4138.261097,-0.0319169,0.12661417
3825.852397,-0.012558907,0.126601134
4720.156185,0.01872116,0.126597466
11552.91932,0.069247867,0.12653164
5236.323676,0.035897646,0.126410923
10311.81287,-0.037010746,0.126294336
4596.713939,-0.018891079,0.126247008
5409.844143,0.014526783,0.126055895
3328.346409,-0.030610134,0.126026207
10245.57021,0.067377765,0.125986688
11054.59444,-0.000527031,0.125931602
10629.47645,-0.033155332,0.125813088
7513.947313,0.050566506,0.125717644
6142.168837,-0.066175858,0.125690532
13138.81837,0.017640753,0.125659727
11198.18217,0.075334965,0.125650602
8518.080686,0.039603103,0.125621808
6065.701773,-0.015657244,0.125453949
5489.376168,0.0428751,0.125451993
3126.788188,0.025654997,0.125347898
5152.194501,0.009342557,0.12531497
4250.851976,-0.051871452,0.125294653
7919.483607,-0.066124084,0.125284315
5398.200767,0.03887357,0.125180967
6205.501186,-0.066076818,0.12501681
14416.12898,-0.060221857,1.25E-01
3832.852223,-0.019709358,0.124985761
13841.72891,-0.172204474,0.12494327
14012.19658,-0.118008797,0.124937362
10635.67784,0.052488115,0.124859577
2951.324394,-0.003611556,0.124720741
5528.324127,0.025685555,0.124715789
7747.3061,-0.073603506,0.124702885
14441.4469,0.052271532,0.124696083
12269.35816,-0.005321034,0.124642268
3991.355944,-0.036276147,0.124576947
13367.83264,-0.130439409,0.124403037
12215.6699,-0.075295312,0.124266565
3856.054442,0.036112644,0.1242436
5057.633897,0.034532899,0.124203928
8365.559134,0.023748497,0.124143546
2807.428542,-3.11E-02,0.124106405
6159.658874,0.000324564,0.124003002
13659.38235,-1.38E-01,0.123949366
12314.98732,0.074433128,0.123857391
5220.4591,-0.057069521,0.123840541
7737.02899,4.80E-02,0.123769806
14293.12964,-0.182446611,0.123746612
9222.44819,-0.038388176,0.12363105
11188.49309,0.043646693,0.123595759
6866.031219,-0.063723478,0.123571734
7360.968639,-0.019317352,0.123416647
11713.64944,5.29E-02,0.123335326
9143.218128,-0.074330062,0.123326018
12213.63923,0.095737543,0.123210433
2952.45842,0.013834637,0.123111391
13459.29083,0.104288721,0.122983092
11251.77338,-0.075181943,0.122924245
3097.319013,0.012029709,0.122870246
3106.93294,0.009700241,0.122866152
6044.702429,-0.038235893,0.122797277
9232.19092,-0.006790028,0.122733967
8184.019173,-0.012849741,0.122583057
6799.314922,0.019206989,0.122515106
12261.09066,-0.034541613,0.122444109
11349.67263,0.081477045,0.12239502
2453.406537,0.016871853,0.122377116
4997.610344,-0.010243939,0.122358292
5556.355378,-0.04491944,0.12223891
6954.542233,0.013937444,0.122133622
4259.140239,-0.045796482,0.122034206
4246.36084,-0.026871231,0.121969839
3022.620558,0.020299756,0.12177526
8197.661794,-0.00197274,0.121736549
12099.70155,0.039632037,0.121465373
6384.117483,-0.064554693,0.121232444
4564.186128,-0.015406534,0.121196603
4503.452574,0.036972584,0.121195469
3323.627871,-0.016894635,0.121154235
4868.712611,0.021751701,0.121152121
5163.222198,0.038664287,0.121142125
10671.58587,-0.048916999,0.121105072
4466.579199,0.010626437,0.12105892
3040.105025,6.93E-05,0.121045281
10429.27999,-0.058929525,0.120987303
5097.384547,0.020773011,0.120942682
4392.554517,-0.007454563,0.12086457
11429.30162,-0.068099316,0.120805886
7888.602911,-0.010848793,0.120700285
6484.023192,0.032667806,0.120689911
8160.991318,-0.010014503,0.120685375
12933.2916,-0.124179025,0.120676548
12931.19263,0.047286587,0.120648172
3420.201845,-0.03333958,0.120629411
7550.739174,-0.035744607,0.120470752
3361.016563,-0.041531076,0.120445675
10289.36071,-0.029720999,0.120375351
12582.1023,-0.12566405,0.12030854
7733.107683,0.0019401,0.120167398
2533.655486,-0.007187545,0.120104291
9033.122755,0.038488337,0.120101209
8249.095008,-0.063016004,0.120072264
4445.686359,0.034574044,0.120023268
12679.53836,-0.029764867,0.11991153
7879.945171,0.044214817,0.119759546
14065.57264,-3.39E-02,0.119689623
13080.94,0.100122441,0.119640146
8115.907085,0.0593386,0.119632452
7287.572195,-0.066585601,0.119605653
8100.625212,-0.032542126,0.119590875
14134.51555,0.100233438,0.119589173
8881.023459,0.05736124,0.119558621
8353.486763,0.002072275,0.119556104
3067.181352,0.030789007,0.119534328
6967.13348,-2.40E-02,0.119533439
13192.65073,-0.161799376,0.119457473
6028.638067,0.028153288,0.119353116
3854.708875,-0.020318455,0.119320823
7141.912805,0.044909855,0.119176714
7414.313572,-0.059097736,0.119150077
12545.02548,-0.02637283,0.118978172
14507.673,-0.158013178,0.118785698
6433.552701,-0.033740439,0.118785153
10574.42911,0.017552925,0.118718467
3054.103482,0.005978106,0.11869781
4833.733529,-0.014884377,0.11857283
7511.605429,0.007080951,0.118564939
2524.615558,-0.038623185,0.118542817
2547.407715,0.006782831,0.118540159
4813.858227,-0.015147085,0.118517425
2496.595746,0.020453716,0.118490904
3813.364566,-0.036570691,0.118408753
4108.89865,-5.12E-02,0.118340443
10026.46299,0.062672733,0.118306798
13951.04248,-0.094927375,0.118080596
8681.261318,0.044180234,0.117940866
6126.347092,-0.053399222,0.11790189
2574.928908,0.014802577,0.117809246
3571.688893,-0.040081803,0.117718122
2890.833183,0.0214,0.117657794
6048.53032,0.016591803,0.117657337
6341.457946,-0.06519063,0.117645676
3511.774084,-0.004332886,0.117603627
6899.355768,0.053364233,0.117542934
8571.064434,0.056232715,0.117537361
11950.85169,-0.022892023,0.117466904
3232.013458,-2.17E-03,0.117450856
10727.65484,0.015170033,0.117403654
10028.69271,-0.022367946,0.117352289
4521.179103,-0.032029039,0.117320591
2968.648373,-0.037460758,0.117237686
2876.927645,-0.014861108,0.11723592
2675.638684,0.018628039,0.117228719
11313.17042,0.036743042,0.117165788
2611.992239,0.027304268,0.117091501
3600.023205,0.023371091,0.117027234
11854.20123,-0.085290921,0.116898251
3786.330948,-0.007722939,0.116792081
10115.44178,-0.019084858,0.116721239
14374.56835,-0.165635606,0.116691411
3229.640091,-0.0428,0.116655013
11388.43108,-0.015299088,0.116557637
3435.377024,0.01932506,0.116549737
11179.58724,0.028101847,0.116521818
9324.763328,-0.002740253,0.116518868
7695.445643,-0.065995648,0.116486045
3921.616737,0.0266,0.116392858
12475.38483,-0.083755502,0.116392343
3147.29781,-2.82E-02,0.116372879
4160.805222,-0.038023416,0.116277713
4412.313435,0.019836405,0.116211338
3921.930869,0.027531263,0.11620579
7011.535871,0.039602007,0.116132077
6404.818811,0.000987626,0.116088248
3223.353517,-0.034114344,0.116037902
12902.70929,-0.117600777,0.116032463
8375.188889,-0.069295848,0.115969187
2847.912661,0.001661283,0.115961218
11468.31297,-0.108345084,0.115941985
4593.093313,-0.050937972,0.115928929
7206.337437,-0.034770207,0.115841798
3443.916497,-0.0156,0.115795891
3410.22976,0.021604424,0.115690819
10327.80287,-0.077827144,0.115682968
7985.576568,-0.032493279,0.11558877
13378.13713,-0.058540432,0.115445951
10484.11011,-0.049364023,0.115335822
2477.063271,0.025849638,0.11529641
13822.5504,0.064485977,0.115277889
4516.171932,-0.03174951,0.11522829
3207.478456,-0.041786489,0.115175131
4308.822292,-4.71E-02,0.11513427
2684.911131,-0.019827586,0.114892367
8602.589739,-0.069024269,0.114891466
4362.785806,0.003555725,0.114876011
5320.527456,-0.053180481,0.114850554
11246.10865,-0.071648324,0.11480891
2915.813968,-0.018407229,0.114736659
9604.717963,-0.081297464,0.114735846
11006.9581,-0.071776365,0.114711245
3321.876627,-0.004241723,0.114694378
2702.992436,-0.023646047,0.114565205
3536.599511,0.011738744,0.114562743
2982.367484,-0.038453822,0.11444024
6734.862068,-0.025111274,0.114426716
2838.03813,0.0154,0.114401572
2956.059177,-0.02734139,0.114351692
3501.440898,0.004099913,0.114338791
7872.571456,0.027535091,0.114324933
4472.224796,-0.019586251,0.11431143
10675.5244,-0.077990764,0.114235183
3427.63659,0.023989451,0.114222345
3440.646981,0.02431107,0.114208123
8075.332626,-0.061778158,0.114090392
3391.264811,-0.029117033,0.114086322
7216.146282,-0.064203694,0.114071963
12605.51536,-6.17E-02,0.114029176
8039.315493,-0.065483207,0.113972533
6262.657404,-0.057800662,0.113962222
14564.81357,0.116630896,0.11379644
9606.81516,-0.041113731,0.113775248
7691.381978,-0.016632601,0.113748114
3799.45689,0.036413998,0.113741786
3022.620558,0.020299756,0.113676031
4338.889914,-0.052916308,0.113653772
6748.846778,-0.048660283,0.113592051
2964.746849,-1.74E-03,0.113574303
9802.628886,-0.053231808,0.113564571
13292.12082,0.014186106,0.113561321
4160.540654,-0.01269226,0.113550136
2954.190468,-0.02734353,0.113523882
13410.24335,-0.045183991,0.11345079
2775.294614,-0.017179044,0.113389338
11966.79049,-0.011472814,0.113382358
6968.97241,-0.042534844,0.113376464
3620.014114,0.027855276,0.11325426
6001.339641,0.003722652,0.113240102
6218.899111,0.045138243,0.113000542
4388.637439,-0.025521506,0.112987778
3529.821159,-0.00436,0.112973461
12080.05891,-0.106852536,0.112967088
4165.152788,-0.04454681,0.112715972
2514.314266,-0.009417854,0.112654347
3151.868959,0.002288253,0.112611923
3672.629108,-0.032441943,0.112592703
2698.578189,0.013550776,0.112550493
7867.645997,0.056889622,0.112526694
10713.96366,5.14E-02,0.112413195
4152.722421,-0.026494878,0.112340864
3979.764386,-0.05047753,0.112250599
3318.378961,0.014969758,0.112237318
5929.466827,0.042035542,0.112193124
4273.504542,-0.049678612,0.11216678
9414.524593,-0.03510402,0.112163674
2395.823756,0.019766155,0.112056523
13738.8773,0.034641406,0.112044767
9873.80927,0.025906504,0.111960581
3524.041571,0.006064336,0.111957797
8256.303327,0.058298251,0.111944065
12082.07586,-0.007759658,0.111940543
10106.34155,-0.0476461,0.111874335
2488.886943,0.012875396,0.111847141
7936.468911,-0.020270339,0.111820323
3157.65202,-0.020886605,0.111800232
13346.25508,0.093198785,0.111752847
4775.888085,-0.030026935,0.111737399
4499.329936,-0.019425855,0.111736256
13709.52004,0.054167491,0.111694058
10055.67682,0.005504438,0.111679584
12890.17964,-0.127700988,0.111594909
5664.491414,-0.004739854,0.11148746
4407.874175,-0.016148815,0.111483233
11147.52896,-0.110191846,0.111372593
13007.53996,-0.116045625,0.111317928
3485.264937,-0.02729128,0.111305723
10438.82935,0.052293437,0.111298667
4227.169275,0.032180045,0.111235563
3512.993833,-0.044114926,0.111149115
2509.5767,-0.01947663,0.111122244
4524.539117,0.024505502,0.11111131
3932.58083,-0.033758123,0.111008969
2734.800469,-0.013869289,0.110948739
13745.94859,-0.007805669,0.110941054
9830.453219,-0.084472281,0.110814707
9291.846969,-0.013172408,0.110792283
9543.457614,-0.023480962,0.11072599
3781.024889,-0.042788811,0.110595393
14387.91325,-0.164404388,0.11059444
3263.822586,1.70E-02,0.110477535
10706.85544,0.078306591,0.110428889
10703.94462,0.028623339,0.11042085
11561.01934,-0.016839808,0.11024098
6448.497561,0.009531147,0.110154473
9376.191296,0.032249618,0.110149607
13977.8304,0.037721225,0.110041488
9342.416237,0.066944966,0.110014176
5429.123717,-0.009239183,0.110013183
5077.72364,-0.049686349,0.109983399
5732.510904,0.046200731,0.109970767
6345.350885,-0.033439209,0.109890549
3492.110253,0.007982097,0.109819239
7478.432914,0.041415418,0.109526328
12732.89879,0.011457422,0.109451015
11999.81748,-0.11009785,0.109403234
2883.849596,0.029548495,0.109335696
12177.13049,-0.039383223,0.109325731
3376.57265,0.017757815,0.109189893
3357.484817,0.024236199,0.109113055
9883.141439,-0.073290598,0.109100772
8786.737147,-0.001270001,0.109066655
2388.967527,-0.022105812,0.10891793
11267.50466,-0.118320268,0.108910336
4293.830752,0.017561828,0.108841978
3533.212967,-0.023339047,0.108770101
6577.38814,0.015326168,0.108759782
2742.647303,3.03E-02,0.108747005
3909.955944,0.010206632,0.108600021
4816.701526,-0.013181722,0.108499088
9966.031479,0.04001217,0.108477395
4796.336205,-0.008055212,0.108445931
12910.54037,-0.136943032,0.108443541
5782.571123,-0.00969739,0.108400112
6075.290044,-9.05E-03,0.108308164
11992.25621,-0.040927018,0.10830644
7030.785198,-0.003807325,0.108268622
2784.247366,-0.035137753,0.108164923
11547.14015,-9.02E-02,0.108139757
7898.029315,-0.029846735,0.108093273
7580.588633,0.003765204,0.108070474
3574.487562,0.011330517,0.108022319
4264.908203,0.004550017,0.107999238
4949.1573,0.024425238,0.107996687
3145.25859,-0.031579234,0.107995329
4548.539235,0.035293347,0.107961063
3953.371725,-0.051146943,0.107954514
4209.268923,-0.026753494,0.10782815
8384.433881,-0.059915275,0.10776684
3052.994416,-0.000209042,0.107722231
8061.449206,0.032038762,0.107709446
2851.239261,1.99E-02,0.107705922
5169.875095,-0.054742206,0.107681618
2833.447466,-0.008134785,0.107619709
12054.47747,0.063896911,0.107613848
10927.31644,-0.042726264,0.107368545
2951.877103,0.000804194,0.107346715
3003.062137,-0.028933462,0.107289677
3395.031329,0.00973332,0.10725404
10412.53075,0.059393886,0.107249835
4280.843828,0.02738757,0.107217646
5990.981372,-0.049168127,0.107213987
11315.00468,0.044340631,0.107081911
5891.241741,-6.58E-02,0.106964881
4476.092463,0.025367148,0.106948282
7797.079626,-0.072480445,0.106881659
11708.38859,-0.074980923,0.10687231
4142.144568,-0.031519814,0.106870994
10558.40121,-0.007424333,0.106868497
5157.24907,0.034733847,0.106820179
9491.895785,-9.56E-02,0.106781001
11011.87576,-0.081349807,0.10677243
12981.91264,-0.132679879,0.106747032
10519.95226,0.070751256,0.106726959
12815.38414,-0.11671879,0.106716784
11426.04859,-0.010053412,0.106576794
11423.577,0.031991793,0.106569853
7973.020883,-0.000777435,0.106505368
3271.618619,-0.013853731,0.10649753
2889.446001,-4.58E-03,0.106341718
14932.41549,-0.221872926,0.106290414
2663.426729,-0.00656,0.106224695
5540.6465,-0.051876965,0.106087489
10351.06144,-1.09E-01,0.106027571
5179.02965,-0.057602108,0.106027311
2799.255632,0.011656312,0.105955322
2531.699474,-0.012355221,0.105927315
13703.41928,0.108207896,0.105819436
2424.3825,0.001737863,0.105787468
8012.813848,-0.038115568,0.105740746
8609.006102,0.04214703,0.105721935
7308.952779,0.049052301,0.105515667
3175.425094,-4.51E-02,0.105430358
3166.27231,0.032803186,0.105386502
3828.060262,0.012719815,0.105386039
12916.34792,6.34E-02,0.105206574
3393.294177,-3.49E-03,0.105196499
11308.23996,-0.110699523,0.105004934
8660.989714,0.036851316,0.104977254
10814.29248,0.025215249,0.104936765
12336.2401,-0.121679537,0.104932767
2910.940399,0.019393361,0.104918641
10013.26511,0.008462428,0.104796424
11474.12059,-0.111431223,0.104752034
5645.655647,-0.060929377,0.104651323
5515.578332,-0.043798815,0.104340249
3450.925503,0.033962991,0.104323571
3369.186671,-0.024252953,0.104310865
12225.54096,-0.062192624,0.104309617
10139.47733,0.053394382,0.10428977
5743.115015,0.001539184,0.104008762
4545.397628,0.024055574,0.103976463
11262.06188,-0.072442648,0.103818433
3843.374701,0.013245306,0.103797249
3259.836201,-0.019689348,0.103780078
3003.33414,-0.027433147,0.103738551
4446.600392,0.022972178,0.103720909
3507.385282,0.026565451,0.103708064
3107.911766,0.026984217,0.103618279
9950.459061,0.064509779,0.103587634
5873.169156,-0.035257891,0.103503863
10175.01544,-0.044496044,0.103458349
12636.8714,-0.082375954,0.103440902
10912.44462,0.059311515,0.103347124
4007.072446,-0.047747783,0.103306831
6135.950556,-0.032553857,0.103294628
8091.593821,-0.033719979,0.103238429
3320.542053,0.011410617,0.10320453
9827.409352,0.027665823,0.103162318
9263.267432,-0.00636546,0.103143466
13237.71701,-0.112348902,0.10301812
2894.46378,-0.007270669,0.10294252
5629.040358,0.012243126,0.102880552
14159.79766,0.031119903,0.102863771
9446.801145,0.000502156,0.102817132
7933.064409,-0.069352858,0.102814227
3071.315156,0.004651993,0.102717424
3721.829453,0.005508622,0.102716994
5896.771229,-0.050195784,0.102681443
9674.671825,0.009562363,0.102659033
8167.459365,-0.022002333,0.102552456
8762.207091,-0.035970908,0.102503517
10940.99961,-0.0722825,0.10247187
5431.513514,-0.043905115,0.102436079
7474.796916,-0.078349197,0.102404091
9862.140912,0.028260734,0.102336582
12241.32015,-0.071595528,0.102300283
3255.684701,-0.041684292,0.102270742
11811.59068,-0.033652472,0.102250628
11126.44455,-0.092802196,0.102234675
3806.22865,0.0231,0.102140106
3796.573417,-4.53E-03,0.102132606
5656.17247,0.028429236,0.102098306
7997.000776,-0.083638222,0.102096263
11068.54751,-0.080287376,0.102025131
6312.278714,-0.068870389,0.102023873
3078.174473,-0.03193197,0.101929157
5193.890867,-0.029698294,0.101855046
3348.59761,0.007366089,0.101755343
4781.017252,0.007297557,0.101739219
7494.621765,-0.052268988,0.101594566
9623.361091,0.014239656,0.101507105
4672.704958,-0.020104885,0.101502572
3207.478456,-0.041786489,0.101377002
3496.743154,0.020291164,0.101369302
2334.079293,0.008748299,0.101307521
7006.958729,-6.94E-02,0.10116705
8307.63862,0.054108171,0.101146338
6982.921824,0.03918939,0.10111738
6287.644937,-0.067028264,0.101073554
4081.723034,0.019302255,0.101026982
2819.691775,-0.019815097,0.100782777
3961.56972,-0.026914918,0.100775532
2948.681771,-0.005527688,0.100719565
2941.180533,0.020572828,0.100705381
12723.44117,0.065676859,0.100701649
9076.075472,-0.023102327,0.100694728
6131.98191,-0.027849697,0.100690461
2773.587581,-2.05E-03,0.100617364
5006.574127,0.00829283,0.100572836
11199.78812,0.043154513,0.100542618
11194.21658,-0.070065617,0.1005215
5692.622677,-0.052573394,0.100487726
7073.777835,0.026506942,0.100453926
5625.186096,0.001832039,0.100341619
5968.642165,0.039440365,0.100320517
2818.179433,-0.012781322,0.100299815
12835.89215,-0.013095969,0.100289818
5589.900229,-0.0572865,0.100255767
6631.954225,-0.061391554,0.100205837
10613.97086,-0.043755487,0.100201043
4467.252512,-0.050401647,0.100196774
4561.509821,7.59E-03,0.100077914
